cohort	cohort_role	genetic_background	region	estimand	cell_type	gene	effect_scale	effect	se	ci_low	ci_high	p_value	adjusted_p	adjusted_p_scope	n_donors	source_file	direction	significant_adjusted_0_05	meta_eligible	meta_exclusion_reason
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Astrocyte	COX7C	log2FC	0.924429979340166	0.58513213547295	-0.222429006186815	2.07128896486715	0.118995497944583	0.644244893000371	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Astrocyte	DOCK7	log2FC	-0.434868109714582	0.188769278469437	-0.804855895514678	-0.0648803239144862	0.0311275461572602	0.498027547635882	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Astrocyte	DOCK7	log2FC	-0.331583323233508	0.259121008560521	-0.83946050001213	0.176293853545114	0.205085112821157	0.726637252462197	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Astrocyte	HSP90AA1	log2FC	-2.84769925526376	1.32776968418371	-5.45012783626384	-0.245270674263685	0.0436105909771111	0.54691125513016	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Astrocyte	HSP90AA1	log2FC	-0.104045142976588	0.62917299128406	-1.33722420589335	1.12913391994017	0.869172187296737	0.977431829350956	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Astrocyte	HSP90AB1	log2FC	-3.94789786082788	1.00062742402672	-5.90912761192025	-1.98666810973551	0.000719733976374811	0.180281313293335	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Astrocyte	HSP90AB1	log2FC	0.268716322487512	0.552831472736072	-0.814833364075189	1.35226600905021	0.628550449146184	0.919611587496366	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Astrocyte	MAP1B	log2FC	-2.7106156058624	1.08340916005017	-4.83409755956074	-0.587133652164061	0.0205299957027425	0.441895802555089	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Astrocyte	MAP1B	log2FC	1.04402742450104	0.530950997533373	0.0033634693356297	2.08469137966645	0.0535284081851204	0.545003344716789	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Astrocyte	MAPT	log2FC	0.36149535707357	0.179668404557803	0.00934528414027591	0.713645430006864	0.0566994487831949	0.587295698919112	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Astrocyte	MAPT	log2FC	0.321620799516332	0.297176824577114	-0.260845776654812	0.904087375687476	0.283021375447758	0.772606865323867	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Astrocyte	PARK7	log2FC	-3.99192576927195	1.35952657789874	-6.65659786195348	-1.32725367659042	0.00779061044375452	0.338111199716118	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Astrocyte	PARK7	log2FC	0.133104223552542	0.437797504224789	-0.724978884728044	0.991187331833128	0.7620484588084	0.952274056835889	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Astrocyte	STARD13	log2FC	-0.804742236378638	0.258440133456314	-1.31128489795301	-0.298199574804262	0.0051043810517119	0.302908422627711	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Astrocyte	STARD13	log2FC	-0.65317780162655	0.304468760095445	-1.24993657141362	-0.0564190318394778	0.0355586660911007	0.498969150408142	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	ARHGAP35	log2FC	-0.276517249100134	0.202799772994171	-0.67400480416871	0.120970305968442	0.177474386765043	0.680316900873364	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	ARHGAP39	log2FC	0.0578482099357816	0.277694052965983	-0.486432133877545	0.602128553749108	0.835639607205016	0.963185217776933	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	BAG3	log2FC	-0.829452594102625	0.447871653107996	-1.7072810341943	0.0483758459890469	0.0686136957292454	0.549345504814025	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	BCR	log2FC	-0.312003314789746	0.2658843654932	-0.833136671156418	0.209130041576926	0.244936463977113	0.729867801922125	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	CCT5	log2FC	-0.0143897392965027	0.382050355478683	-0.763208436034721	0.734428957441716	0.970071720430244	0.993299200443359	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	CCT8	log2FC	0.232049046949461	0.295496360956356	-0.347123820524997	0.811221914423919	0.435166535331457	0.830671846607479	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	CHORDC1	log2FC	-0.265902066655627	0.384978135885185	-1.02045921299059	0.488655079679336	0.492252360566379	0.856167136348877	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	COA3	log2FC	0.293721199306463	0.462173124335304	-0.612138124390732	1.19958052300366	0.527340568125779	0.869427043540706	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	COX5B	log2FC	0.397124004998747	0.680281891280218	-0.936228501910481	1.73047651190797	0.561444612935323	0.881321196106901	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	COX7C	log2FC	0.437927903945815	0.690173565100701	-0.914812283651558	1.79066809154319	0.528019219956214	0.869743693445042	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	DOCK7	log2FC	-0.204375018782151	0.18202596238352	-0.56114590505385	0.152395867489548	0.265700865733813	0.73972452756081	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	HSP90AA1	log2FC	0.209105387994988	0.490093902523842	-0.751478660951742	1.16968943694172	0.671065439218326	0.917795579432179	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	HSP90AB1	log2FC	0.291665202119461	0.391144849291809	-0.474978702492484	1.05830910673141	0.458607607777964	0.840668666165787	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	MAP1B	log2FC	0.131658087457897	0.226743730095162	-0.31275962352862	0.576075798444414	0.563505370830901	0.881779296226149	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	MAPT	log2FC	-0.217092928093374	0.176403543143902	-0.562843872655423	0.128658016468675	0.222927134298174	0.714336939716828	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	PARK7	log2FC	0.332161646216258	0.432200822498773	-0.514951965881338	1.17927525831385	0.44499312581708	0.834903224249436	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Excitatory neuron	STARD13	log2FC	-0.574274003894749	0.267496295547354	-1.09856674316756	-0.0499812646219361	0.0355779609879956	0.467457706474824	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Inhibitory neuron	ARHGAP35	log2FC	-0.265570343967078	0.191727631188849	-0.641356501097222	0.110215813163066	0.170690447880202	0.623673586718111	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Inhibitory neuron	ARHGAP39	log2FC	-0.163060939294842	0.230584354515264	-0.61500627414476	0.288884395555076	0.481963681846136	0.837224995257917	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Inhibitory neuron	BAG3	log2FC	-0.349019260952837	0.562733675782852	-1.45197726548723	0.753938743581552	0.537256196154059	0.860954108635075	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Inhibitory neuron	BCR	log2FC	-0.539966000284668	0.229569168142315	-0.989921569843606	-0.0900104307257302	0.021672912780776	0.331483507378768	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
